pri-miRNA	disease	regulation
hsa-mir-122	Melanoma	-1
hsa-mir-125b	Melanoma	-1
hsa-mir-125b	Melanoma	-1
hsa-mir-125b	Melanoma	-1
hsa-mir-125b	Melanoma	-1
hsa-mir-125b	Melanoma	-1
hsa-mir-1308	Melanoma	-1
hsa-mir-134	Melanoma	-1
hsa-mir-137	Melanoma	-1
hsa-mir-138	Melanoma	-1
hsa-mir-138	Melanoma	-1
hsa-mir-145	Melanoma	-1
hsa-mir-145	Melanoma	-1
hsa-mir-146a	Melanoma	-1
hsa-mir-146b	Melanoma	-1
hsa-mir-155	Melanoma	-1
hsa-mir-155	Melanoma	-1
hsa-mir-15a	Melanoma	-1
hsa-mir-16	Melanoma	-1
hsa-mir-16	Melanoma	-1
hsa-mir-181a	Melanoma	-1
hsa-mir-181a	Melanoma	-1
hsa-mir-182	Melanoma	-1
hsa-mir-191	Melanoma	-1
hsa-mir-191	Melanoma	-1
hsa-mir-191	Melanoma	-1
hsa-mir-193a	Melanoma	-1
hsa-mir-193b	Melanoma	-1
hsa-mir-195	Melanoma	-1
hsa-mir-200c	Melanoma	-1
hsa-mir-200c	Melanoma	-1
hsa-mir-203	Melanoma	-1
hsa-mir-204	Melanoma	-1
hsa-mir-205	Melanoma	-1
hsa-mir-205	Melanoma	-1
hsa-mir-205	Melanoma	-1
hsa-mir-205	Melanoma	-1
hsa-mir-206	Melanoma	-1
hsa-mir-211	Melanoma	-1
hsa-mir-211	Melanoma	-1
hsa-mir-23b	Melanoma	-1
hsa-mir-24	Melanoma	-1
hsa-mir-26a	Melanoma	-1
hsa-mir-26a	Melanoma	-1
hsa-mir-26a	Melanoma	-1
hsa-mir-338	Melanoma	-1
hsa-mir-34a	Melanoma	-1
hsa-mir-34a	Melanoma	-1
hsa-mir-4291	Melanoma	-1
hsa-mir-4317	Melanoma	-1
hsa-mir-4324	Melanoma	-1
hsa-mir-720	Melanoma	-1
hsa-mir-933	Melanoma	-1
hsa-mir-145	Meningioma	-1
hsa-mir-219	Meningioma	-1
hsa-mir-29c	Meningioma	-1
hsa-mir-30c	Mesothelioma	-1
hsa-mir-30c	Mesothelioma	-1
hsa-mir-144	Mitochondrial Diseases	-1
hsa-mir-194	Multiple Myeloma	-1
hsa-mir-194	Multiple Myeloma	-1
hsa-mir-15a	Multiple Sclerosis	-1
hsa-mir-16	Multiple Sclerosis	-1
hsa-mir-17	Multiple Sclerosis	-1
hsa-mir-20a	Multiple Sclerosis	-1
hsa-mir-223	Muscular Dystrophies	-1
hsa-mir-25	Muscular Dystrophy, Facioscapulohumeral	-1
hsa-mir-1	Musculoskeletal Abnormalities	-1
hsa-mir-1	Musculoskeletal Abnormalities	-1
hsa-mir-133a	Musculoskeletal Abnormalities	-1
hsa-mir-133a	Musculoskeletal Abnormalities	-1
hsa-mir-206	Musculoskeletal Abnormalities	-1
hsa-let-7a	Mycosis Fungoides	-1
hsa-let-7a	Mycosis Fungoides	-1
hsa-let-7a	Mycosis Fungoides	-1
hsa-let-7d	Mycosis Fungoides	-1
hsa-let-7f	Mycosis Fungoides	-1
hsa-let-7f	Mycosis Fungoides	-1
hsa-mir-145	Myelodysplastic Syndromes	-1
hsa-mir-146a	Myelodysplastic Syndromes	-1
hsa-mir-146a	Myelodysplastic Syndromes	-1
hsa-mir-155	Myelodysplastic Syndromes	-1
hsa-mir-181a	Myelodysplastic Syndromes	-1
hsa-mir-181a	Myelodysplastic Syndromes	-1
hsa-mir-222	Myelodysplastic Syndromes	-1
hsa-mir-29b	Myelodysplastic Syndromes	-1
hsa-mir-378a	Myelodysplastic Syndromes	-1
hsa-mir-21	Multiple Myeloma	-1
hsa-mir-1	Myocardial Infarction	-1
hsa-mir-1	Myocardial Infarction	-1
hsa-mir-126	Myocardial Infarction	-1
hsa-mir-126	Myocardial Infarction	-1
hsa-mir-126	Myocardial Infarction	-1
hsa-mir-133b	Myocardial Infarction	-1
hsa-mir-150	Myocardial Infarction	-1
hsa-mir-150	Myocardial Infarction	-1
hsa-mir-150	Myocardial Infarction	-1
hsa-mir-155	Myocardial Infarction	-1
hsa-mir-223	Myocardial Infarction	-1
hsa-mir-31	Myocardial Infarction	-1
hsa-mir-499a	Myocardial Infarction	-1
hsa-mir-92a	Myocardial Infarction	-1
hsa-mir-99a	Myocardial Infarction	-1
hsa-mir-1	Myositis	-1
hsa-mir-125b	Myotonic Dystrophy	-1
hsa-mir-193a	Myotonic Dystrophy	-1
hsa-mir-193b	Myotonic Dystrophy	-1
hsa-mir-29b	Myotonic Dystrophy	-1
hsa-mir-29b	Myotonic Dystrophy	-1
hsa-mir-29c	Myotonic Dystrophy	-1
hsa-mir-33a	Myotonic Dystrophy	-1
hsa-mir-33b	Myotonic Dystrophy	-1
hsa-mir-378a	Myotonic Dystrophy	-1
hsa-let-7a	Nasopharyngeal Neoplasms	-1
hsa-let-7a	Nasopharyngeal Neoplasms	-1
hsa-let-7a	Nasopharyngeal Neoplasms	-1
hsa-let-7b	Nasopharyngeal Neoplasms	-1
hsa-let-7c	Nasopharyngeal Neoplasms	-1
hsa-let-7d	Nasopharyngeal Neoplasms	-1
hsa-let-7e	Nasopharyngeal Neoplasms	-1
hsa-let-7f	Nasopharyngeal Neoplasms	-1
hsa-let-7f	Nasopharyngeal Neoplasms	-1
hsa-let-7g	Nasopharyngeal Neoplasms	-1
hsa-let-7i	Nasopharyngeal Neoplasms	-1
hsa-mir-34b	Nasopharyngeal Neoplasms	-1
hsa-mir-34c	Nasopharyngeal Neoplasms	-1
hsa-let-7a	Neoplasms	-1
hsa-let-7a	Neoplasms	-1
hsa-let-7a	Neoplasms	-1
hsa-let-7b	Neoplasms	-1
hsa-let-7c	Neoplasms	-1
hsa-let-7d	Neoplasms	-1
hsa-let-7e	Neoplasms	-1
hsa-let-7f	Neoplasms	-1
hsa-let-7f	Neoplasms	-1
hsa-let-7g	Neoplasms	-1
hsa-let-7i	Neoplasms	-1
hsa-mir-103a	Neoplasms	-1
hsa-mir-103a	Neoplasms	-1
hsa-mir-106a	Neoplasms	-1
hsa-mir-10a	Neoplasms	-1
hsa-mir-10b	Neoplasms	-1
hsa-mir-125b	Neoplasms	-1
hsa-mir-125b	Neoplasms	-1
hsa-mir-125b	Neoplasms	-1
hsa-mir-138	Neoplasms	-1
hsa-mir-143	Neoplasms	-1
hsa-mir-145	Neoplasms	-1
hsa-mir-145	Neoplasms	-1
hsa-mir-145	Neoplasms	-1
hsa-mir-149	Neoplasms	-1
hsa-mir-153	Neoplasms	-1
hsa-mir-153	Neoplasms	-1
hsa-mir-155	Neoplasms	-1
hsa-mir-182	Neoplasms	-1
hsa-mir-184	Neoplasms	-1
hsa-mir-192	Neoplasms	-1
hsa-mir-199a	Neoplasms	-1
hsa-mir-199a	Neoplasms	-1
hsa-mir-200	Neoplasms	-1
hsa-mir-200a	Neoplasms	-1
hsa-mir-200a	Neoplasms	-1
hsa-mir-200b	Neoplasms	-1
hsa-mir-200c	Neoplasms	-1
hsa-mir-203	Neoplasms	-1
hsa-mir-205	Neoplasms	-1
hsa-mir-215	Neoplasms	-1
hsa-mir-221	Neoplasms	-1
hsa-mir-222	Neoplasms	-1
hsa-mir-30c	Neoplasms	-1
hsa-mir-30c	Neoplasms	-1
hsa-mir-30d	Neoplasms	-1
hsa-mir-31	Neoplasms	-1
hsa-mir-375	Neoplasms	-1
hsa-mir-375	Neoplasms	-1
hsa-mir-452	Neoplasms	-1
hsa-mir-92a	Neoplasms	-1
hsa-mir-92a	Neoplasms	-1
hsa-mir-92b	Neoplasms	-1
hsa-mir-98	Neoplasms	-1
hsa-mir-99a	Neoplasms	-1
hsa-mir-15a	Nephrotic Syndrome	-1
hsa-mir-16	Nephrotic Syndrome	-1
hsa-mir-7	Nervous System Diseases	-1
hsa-mir-106b	Neuroblastoma	-1
hsa-mir-146b	Neuroblastoma	-1
hsa-mir-152	Neuroblastoma	-1
hsa-mir-204	Neuroblastoma	-1
hsa-mir-29a	Neuroblastoma	-1
hsa-mir-339	Neuroblastoma	-1
hsa-mir-370	Neuroblastoma	-1
hsa-mir-410	Neuroblastoma	-1
hsa-mir-487b	Neuroblastoma	-1
hsa-mir-9	Neuroblastoma	-1
hsa-mir-9	Neuroblastoma	-1
hsa-mir-92a	Neuroblastoma	-1
hsa-mir-92a	Neuroblastoma	-1
hsa-mir-92b	Neuroblastoma	-1
hsa-mir-93	Neuroblastoma	-1
hsa-mir-9	Neuroblastoma	-1
hsa-mir-19	Neurodegenerative Diseases	-1
hsa-mir-21	Neuroma	-1
hsa-mir-146a	Obesity	-1
hsa-mir-155	Obesity	-1
hsa-mir-26b	Obesity	-1
hsa-mir-125b	Lichen Planus, Oral	-1
hsa-mir-132	Osteoarthritis	-1
hsa-mir-140	Osteoarthritis	-1
hsa-mir-146a	Osteoarthritis	-1
hsa-mir-146a	Osteoarthritis	-1
hsa-mir-146a	Osteoarthritis	-1
hsa-mir-15a	Osteoarthritis	-1
hsa-mir-16	Osteoarthritis	-1
hsa-mir-183	Osteoarthritis	-1
hsa-mir-223	Osteoarthritis	-1
hsa-mir-26a	Osteoarthritis	-1
hsa-mir-26b	Osteoarthritis	-1
hsa-mir-27b	Osteoarthritis	-1
hsa-mir-675	Osteoarthritis	-1
hsa-mir-29b	Osteogenesis Imperfecta	-1
hsa-mir-27a	Osteoporosis	-1
hsa-mir-132	Osteosarcoma	-1
hsa-mir-133b	Osteosarcoma	-1
hsa-mir-142	Osteosarcoma	-1
hsa-mir-142	Osteosarcoma	-1
hsa-mir-144	Osteosarcoma	-1
hsa-mir-16	Osteosarcoma	-1
hsa-mir-16	Osteosarcoma	-1
hsa-mir-199a	Osteosarcoma	-1
hsa-mir-199a	Osteosarcoma	-1
hsa-mir-210	Osteosarcoma	-1
hsa-mir-22	Osteosarcoma	-1
hsa-mir-223	Osteosarcoma	-1
hsa-mir-23a	Osteosarcoma	-1
hsa-mir-26a	Osteosarcoma	-1
hsa-mir-26b	Osteosarcoma	-1
hsa-mir-29b	Osteosarcoma	-1
hsa-mir-29b	Osteosarcoma	-1
hsa-mir-34a	Osteosarcoma	-1
hsa-mir-370	Osteosarcoma	-1
hsa-mir-449a	Osteosarcoma	-1
hsa-mir-490	Osteosarcoma	-1
hsa-mir-519d	Osteosarcoma	-1
hsa-mir-586	Osteosarcoma	-1
hsa-let-7a	Ovarian Neoplasms	-1
hsa-let-7a	Ovarian Neoplasms	-1
hsa-let-7a	Ovarian Neoplasms	-1
hsa-let-7b	Ovarian Neoplasms	-1
hsa-let-7b	Ovarian Neoplasms	-1
hsa-let-7c	Ovarian Neoplasms	-1
hsa-let-7c	Ovarian Neoplasms	-1
hsa-let-7d	Ovarian Neoplasms	-1
hsa-let-7e	Ovarian Neoplasms	-1
hsa-let-7f	Ovarian Neoplasms	-1
hsa-let-7f	Ovarian Neoplasms	-1
hsa-let-7g	Ovarian Neoplasms	-1
hsa-let-7i	Ovarian Neoplasms	-1
hsa-let-7i	Ovarian Neoplasms	-1
hsa-mir-100	Ovarian Neoplasms	-1
hsa-mir-1202	Ovarian Neoplasms	-1
hsa-mir-125b	Ovarian Neoplasms	-1
hsa-mir-125b	Ovarian Neoplasms	-1
hsa-mir-127	Ovarian Neoplasms	-1
hsa-mir-1281	Ovarian Neoplasms	-1
hsa-mir-133b	Ovarian Neoplasms	-1
hsa-mir-140	Ovarian Neoplasms	-1
hsa-mir-141	Ovarian Neoplasms	-1
hsa-mir-145	Ovarian Neoplasms	-1
hsa-mir-150	Ovarian Neoplasms	-1
hsa-mir-155	Ovarian Neoplasms	-1
hsa-mir-15b	Ovarian Neoplasms	-1
hsa-mir-17	Ovarian Neoplasms	-1
hsa-mir-193b	Ovarian Neoplasms	-1
hsa-mir-193b	Ovarian Neoplasms	-1
hsa-mir-196b	Ovarian Neoplasms	-1
hsa-mir-200	Ovarian Neoplasms	-1
hsa-mir-200a	Ovarian Neoplasms	-1
hsa-mir-200b	Ovarian Neoplasms	-1
hsa-mir-200c	Ovarian Neoplasms	-1
hsa-mir-200c	Ovarian Neoplasms	-1
hsa-mir-205	Ovarian Neoplasms	-1
hsa-mir-205	Ovarian Neoplasms	-1
hsa-mir-20b	Ovarian Neoplasms	-1
hsa-mir-21	Ovarian Neoplasms	-1
hsa-mir-214	Ovarian Neoplasms	-1
hsa-mir-214	Ovarian Neoplasms	-1
hsa-mir-214	Ovarian Neoplasms	-1
hsa-mir-214	Ovarian Neoplasms	-1
hsa-mir-221	Ovarian Neoplasms	-1
hsa-mir-221	Ovarian Neoplasms	-1
hsa-mir-26a	Ovarian Neoplasms	-1
hsa-mir-27b	Ovarian Neoplasms	-1
hsa-mir-29b	Ovarian Neoplasms	-1
hsa-mir-31	Ovarian Neoplasms	-1
hsa-mir-31	Ovarian Neoplasms	-1
hsa-mir-34b	Ovarian Neoplasms	-1
hsa-mir-34c	Ovarian Neoplasms	-1
hsa-mir-34c	Ovarian Neoplasms	-1
hsa-mir-429	Ovarian Neoplasms	-1
hsa-mir-449a	Ovarian Neoplasms	-1
hsa-mir-486	Ovarian Neoplasms	-1
hsa-mir-498	Ovarian Neoplasms	-1
hsa-mir-499a	Ovarian Neoplasms	-1
hsa-mir-532	Ovarian Neoplasms	-1
hsa-mir-542	Ovarian Neoplasms	-1
hsa-mir-625	Ovarian Neoplasms	-1
hsa-mir-886	Ovarian Neoplasms	-1
hsa-mir-9	Ovarian Neoplasms	-1
hsa-mir-99b	Ovarian Neoplasms	-1
hsa-mir-99b	Ovarian Neoplasms	-1
hsa-let-7	Pancreatic Neoplasms	-1
hsa-let-7a	Pancreatic Neoplasms	-1
hsa-let-7a	Pancreatic Neoplasms	-1
hsa-let-7a	Pancreatic Neoplasms	-1
hsa-let-7b	Pancreatic Neoplasms	-1
hsa-let-7c	Pancreatic Neoplasms	-1
hsa-let-7c	Pancreatic Neoplasms	-1
hsa-let-7f	Pancreatic Neoplasms	-1
hsa-let-7f	Pancreatic Neoplasms	-1
hsa-let-7i	Pancreatic Neoplasms	-1
hsa-mir-100	Pancreatic Neoplasms	-1
hsa-mir-107	Pancreatic Neoplasms	-1
hsa-mir-122	Pancreatic Neoplasms	-1
hsa-mir-125	Pancreatic Neoplasms	-1
hsa-mir-128	Pancreatic Neoplasms	-1
hsa-mir-130	Pancreatic Neoplasms	-1
hsa-mir-132	Pancreatic Neoplasms	-1
hsa-mir-133b	Pancreatic Neoplasms	-1
hsa-mir-141	Pancreatic Neoplasms	-1
hsa-mir-141	Pancreatic Neoplasms	-1
hsa-mir-143	Pancreatic Neoplasms	-1
hsa-mir-143	Pancreatic Neoplasms	-1
hsa-mir-145	Pancreatic Neoplasms	-1
hsa-mir-145	Pancreatic Neoplasms	-1
hsa-mir-146a	Pancreatic Neoplasms	-1
hsa-mir-146a	Pancreatic Neoplasms	-1
hsa-mir-148a	Pancreatic Neoplasms	-1
hsa-mir-150	Pancreatic Neoplasms	-1
hsa-mir-155	Pancreatic Neoplasms	-1
hsa-mir-196a	Pancreatic Neoplasms	-1
hsa-mir-196a	Pancreatic Neoplasms	-1
hsa-mir-199b	Pancreatic Neoplasms	-1
hsa-mir-200b	Pancreatic Neoplasms	-1
hsa-mir-200b	Pancreatic Neoplasms	-1
hsa-mir-200c	Pancreatic Neoplasms	-1
hsa-mir-200c	Pancreatic Neoplasms	-1
hsa-mir-216a	Pancreatic Neoplasms	-1
hsa-mir-216a	Pancreatic Neoplasms	-1
hsa-mir-216a	Pancreatic Neoplasms	-1
hsa-mir-216b	Pancreatic Neoplasms	-1
hsa-mir-217	Pancreatic Neoplasms	-1
hsa-mir-218	Pancreatic Neoplasms	-1
hsa-mir-22	Pancreatic Neoplasms	-1
hsa-mir-223	Pancreatic Neoplasms	-1
hsa-mir-23a	Pancreatic Neoplasms	-1
hsa-mir-24	Pancreatic Neoplasms	-1
hsa-mir-27a	Pancreatic Neoplasms	-1
hsa-mir-27a	Pancreatic Neoplasms	-1
hsa-mir-29b	Pancreatic Neoplasms	-1
hsa-mir-31	Pancreatic Neoplasms	-1
hsa-mir-34	Pancreatic Neoplasms	-1
hsa-mir-34a	Pancreatic Neoplasms	-1
hsa-mir-34a	Pancreatic Neoplasms	-1
hsa-mir-451a	Pancreatic Neoplasms	-1
hsa-mir-497	Pancreatic Neoplasms	-1
hsa-mir-520h	Pancreatic Neoplasms	-1
hsa-mir-21	Parkinson Disease	-1
hsa-mir-34b	Parkinson Disease	-1
hsa-mir-34b	Parkinson Disease	-1
hsa-mir-34c	Parkinson Disease	-1
hsa-mir-34c	Parkinson Disease	-1
hsa-mir-132	Periodontal Diseases	-1
hsa-mir-146a	Periodontal Diseases	-1
hsa-mir-495	Periodontitis	-1
hsa-mir-130b	Pituitary Neoplasms	-1
hsa-mir-23b	Pituitary Neoplasms	-1
hsa-mir-1	Pituitary Neoplasms	-1
hsa-mir-195	Pituitary Neoplasms	-1
hsa-mir-206	Pituitary Neoplasms	-1
hsa-mir-16	Solitary Fibrous Tumor, Pleural	-1
hsa-mir-592	Polycystic Ovary Syndrome	-1
hsa-mir-92b	Polycystic Ovary Syndrome	-1
hsa-mir-150	Polycythemia Vera	-1
hsa-mir-125b	Pre-Eclampsia	-1
hsa-mir-126	Pre-Eclampsia	-1
hsa-mir-20a	Pre-Eclampsia	-1
hsa-mir-325	Pre-Eclampsia	-1
hsa-mir-411	Pre-Eclampsia	-1
hsa-let-7b	Liver Cirrhosis, Biliary	-1
hsa-mir-122a	Liver Cirrhosis, Biliary	-1
hsa-mir-26a	Liver Cirrhosis, Biliary	-1
hsa-mir-146	Prion Diseases	-1
hsa-mir-125b	Prolactinoma	-1
hsa-mir-125b	Prolactinoma	-1
hsa-mir-130a	Prolactinoma	-1
hsa-mir-199b	Prolactinoma	-1
hsa-mir-200b	Prolactinoma	-1
hsa-let-7	Prostatic Neoplasms	-1
hsa-let-7c	Prostatic Neoplasms	-1
hsa-mir-100	Prostatic Neoplasms	-1
hsa-mir-100	Prostatic Neoplasms	-1
hsa-mir-106a	Prostatic Neoplasms	-1
hsa-mir-106a	Prostatic Neoplasms	-1
hsa-mir-106b	Prostatic Neoplasms	-1
hsa-mir-106b	Prostatic Neoplasms	-1
hsa-mir-126	Prostatic Neoplasms	-1
hsa-mir-130a	Prostatic Neoplasms	-1
hsa-mir-130b	Prostatic Neoplasms	-1
hsa-mir-133b	Prostatic Neoplasms	-1
hsa-mir-133b	Prostatic Neoplasms	-1
hsa-mir-135b	Prostatic Neoplasms	-1
hsa-mir-141	Prostatic Neoplasms	-1
hsa-mir-143	Prostatic Neoplasms	-1
hsa-mir-143	Prostatic Neoplasms	-1
hsa-mir-145	Prostatic Neoplasms	-1
hsa-mir-145	Prostatic Neoplasms	-1
hsa-mir-145	Prostatic Neoplasms	-1
hsa-mir-145	Prostatic Neoplasms	-1
hsa-mir-146a	Prostatic Neoplasms	-1
hsa-mir-146a	Prostatic Neoplasms	-1
hsa-mir-15a	Prostatic Neoplasms	-1
hsa-mir-15a	Prostatic Neoplasms	-1
hsa-mir-15a	Prostatic Neoplasms	-1
hsa-mir-15b	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-16	Prostatic Neoplasms	-1
hsa-mir-17	Prostatic Neoplasms	-1
hsa-mir-17	Prostatic Neoplasms	-1
hsa-mir-18	Prostatic Neoplasms	-1
hsa-mir-18	Prostatic Neoplasms	-1
hsa-mir-191	Prostatic Neoplasms	-1
hsa-mir-199a	Prostatic Neoplasms	-1
hsa-mir-199a	Prostatic Neoplasms	-1
hsa-mir-19a	Prostatic Neoplasms	-1
hsa-mir-19a	Prostatic Neoplasms	-1
hsa-mir-19b	Prostatic Neoplasms	-1
hsa-mir-19b	Prostatic Neoplasms	-1
hsa-mir-203	Prostatic Neoplasms	-1
hsa-mir-205	Prostatic Neoplasms	-1
hsa-mir-205	Prostatic Neoplasms	-1
hsa-mir-205	Prostatic Neoplasms	-1
hsa-mir-20a	Prostatic Neoplasms	-1
hsa-mir-20a	Prostatic Neoplasms	-1
hsa-mir-21	Prostatic Neoplasms	-1
hsa-mir-21	Prostatic Neoplasms	-1
hsa-mir-21	Prostatic Neoplasms	-1
hsa-mir-218	Prostatic Neoplasms	-1
hsa-mir-22	Prostatic Neoplasms	-1
hsa-mir-221	Prostatic Neoplasms	-1
hsa-mir-221	Prostatic Neoplasms	-1
hsa-mir-221	Prostatic Neoplasms	-1
hsa-mir-221	Prostatic Neoplasms	-1
hsa-mir-221	Prostatic Neoplasms	-1
hsa-mir-222	Prostatic Neoplasms	-1
hsa-mir-222	Prostatic Neoplasms	-1
hsa-mir-222	Prostatic Neoplasms	-1
hsa-mir-222	Prostatic Neoplasms	-1
hsa-mir-222	Prostatic Neoplasms	-1
hsa-mir-224	Prostatic Neoplasms	-1
hsa-mir-23b	Prostatic Neoplasms	-1
hsa-mir-23b	Prostatic Neoplasms	-1
hsa-mir-24	Prostatic Neoplasms	-1
hsa-mir-25	Prostatic Neoplasms	-1
hsa-mir-27a	Prostatic Neoplasms	-1
hsa-mir-27b	Prostatic Neoplasms	-1
hsa-mir-32	Prostatic Neoplasms	-1
hsa-mir-324	Prostatic Neoplasms	-1
hsa-mir-345	Prostatic Neoplasms	-1
hsa-mir-34a	Prostatic Neoplasms	-1
hsa-mir-34a	Prostatic Neoplasms	-1
hsa-mir-34c	Prostatic Neoplasms	-1
hsa-mir-34c	Prostatic Neoplasms	-1
hsa-mir-373	Prostatic Neoplasms	-1
hsa-mir-373	Prostatic Neoplasms	-1
hsa-mir-486	Prostatic Neoplasms	-1
hsa-mir-486	Prostatic Neoplasms	-1
hsa-mir-491	Prostatic Neoplasms	-1
hsa-mir-502	Prostatic Neoplasms	-1
hsa-mir-520c	Prostatic Neoplasms	-1
hsa-mir-521	Prostatic Neoplasms	-1
hsa-mir-579	Prostatic Neoplasms	-1
hsa-mir-92	Prostatic Neoplasms	-1
hsa-mir-92	Prostatic Neoplasms	-1
hsa-mir-92a	Prostatic Neoplasms	-1
hsa-mir-92a	Prostatic Neoplasms	-1
hsa-mir-125b	Psoriasis	-1
hsa-mir-125b	Psoriasis	-1
hsa-mir-125b	Psoriasis	-1
hsa-mir-21	Psoriasis	-1
hsa-mir-217	Psoriasis	-1
hsa-mir-99a	Psoriasis	-1
hsa-mir-1246	Hypertension, Pulmonary	-1
hsa-mir-204	Hypertension, Pulmonary	-1
hsa-mir-451	Hypertension, Pulmonary	-1
hsa-mir-720	Rectal Neoplasms	-1
hsa-mir-125a	Respiratory Syncytial Virus Infections	-1
hsa-mir-125b	Respiratory Syncytial Virus Infections	-1
hsa-mir-429	Respiratory Syncytial Virus Infections	-1
hsa-mir-106a	Retinal Neovascularization	-1
hsa-mir-214	Retinal Neovascularization	-1
hsa-mir-424	Retinal Neovascularization	-1
hsa-mir-1	Retinitis Pigmentosa	-1
hsa-mir-133	Retinitis Pigmentosa	-1
hsa-mir-17	Retinoblastoma	-1
hsa-mir-18	Retinoblastoma	-1
hsa-mir-19a	Retinoblastoma	-1
hsa-mir-19b	Retinoblastoma	-1
hsa-mir-204	Retinoblastoma	-1
hsa-mir-20a	Retinoblastoma	-1
hsa-mir-433	Retinoblastoma	-1
hsa-mir-513a	Retinoblastoma	-1
hsa-mir-513a	Retinoblastoma	-1
hsa-mir-513b	Retinoblastoma	-1
hsa-mir-513c	Retinoblastoma	-1
hsa-mir-92	Retinoblastoma	-1
hsa-let-7a	Salivary Gland Neoplasms	-1
hsa-let-7a	Salivary Gland Neoplasms	-1
hsa-let-7a	Salivary Gland Neoplasms	-1
hsa-mir-144	Salivary Gland Neoplasms	-1
hsa-mir-20b	Salivary Gland Neoplasms	-1
hsa-mir-375	Salivary Gland Neoplasms	-1
hsa-mir-206	Sarcoma	-1
hsa-mir-132	Schizophrenia	-1
hsa-mir-195	Schizophrenia	-1
hsa-mir-20b	Schizophrenia	-1
hsa-mir-212	Schizophrenia	-1
hsa-mir-24	Schizophrenia	-1
hsa-mir-24	Schizophrenia	-1
hsa-mir-26b	Schizophrenia	-1
hsa-mir-29a	Schizophrenia	-1
hsa-mir-29b	Schizophrenia	-1
hsa-mir-29c	Schizophrenia	-1
hsa-mir-30a	Schizophrenia	-1
hsa-mir-30b	Schizophrenia	-1
hsa-mir-30d	Schizophrenia	-1
hsa-mir-30e	Schizophrenia	-1
hsa-mir-7	Schizophrenia	-1
hsa-mir-7	Schizophrenia	-1
hsa-mir-7	Schizophrenia	-1
hsa-mir-9	Schizophrenia	-1
hsa-mir-9	Schizophrenia	-1
hsa-mir-92a	Schizophrenia	-1
hsa-mir-92a	Schizophrenia	-1
hsa-mir-92b	Schizophrenia	-1
hsa-mir-9	Schizophrenia	-1
hsa-mir-129	Scleroderma, Systemic	-1
hsa-mir-129	Scleroderma, Systemic	-1
hsa-mir-124	Sepsis	-1
hsa-mir-124	Sepsis	-1
hsa-mir-299	Sjogren's Syndrome	-1
hsa-mir-208b	Spinal Cord Injuries	-1
hsa-mir-21	Spinal Cord Injuries	-1
hsa-mir-9	Muscular Atrophy, Spinal	-1
hsa-mir-221	Spinal Stenosis	-1
hsa-mir-142	Carcinoma, Squamous Cell	-1
hsa-mir-155	Carcinoma, Squamous Cell	-1
hsa-mir-181a	Carcinoma, Squamous Cell	-1
hsa-mir-181b	Carcinoma, Squamous Cell	-1
hsa-mir-203	Carcinoma, Squamous Cell	-1
hsa-mir-218	Carcinoma, Squamous Cell	-1
hsa-mir-221	Carcinoma, Squamous Cell	-1
hsa-mir-222	Carcinoma, Squamous Cell	-1
hsa-mir-29a	Carcinoma, Squamous Cell	-1
hsa-mir-100	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-106a	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-10a	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-133a	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-133a	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-133b	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-138	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-145	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-302b	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-494	Squamous Cell Carcinoma, Esophageal	-1
hsa-mir-100	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-10a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-130a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-138	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-138	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-15a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-181a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-181a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-197	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-199b	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-200b	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-203	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-29c	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-34c	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-375	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-491	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-519a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-519a	Squamous Cell Carcinoma, Head and Neck	-1
hsa-mir-122	Stroke	-1
hsa-mir-126	Stroke	-1
hsa-mir-125b	Lupus Erythematosus, Systemic	-1
